Reading	Plate	Well	Type	Group	Sample	Meas. time [s]	RFU	Em	Ex	
9	1	 F02	Unknown	Assay	6 2/4	962.28	1.04112	520	490	
9	1	 E02	Unknown	Assay	5 2/4	962.53	0.395035	520	490	
9	1	 D02	Unknown	Assay	4 2/4	962.78	0.33294	520	490	
9	1	 C02	Unknown	Assay	3 2/4	963.03	0.342147	520	490	
9	1	 B02	Unknown	Assay	2 2/4	963.28	0.356128	520	490	
9	1	 A02	Unknown	Assay	1 2/4	963.53	0.299907	520	490	
9	1	 A03	Unknown	Assay	1 3/4	963.78	0.311193	520	490	
9	1	 B03	Unknown	Assay	2 3/4	964.03	0.397849	520	490	
9	1	 C03	Unknown	Assay	3 3/4	964.28	0.31438	520	490	
9	1	 D03	Unknown	Assay	4 3/4	964.53	0.350607	520	490	
9	1	 E03	Unknown	Assay	5 3/4	964.78	0.465298	520	490	
9	1	 F03	Unknown	Assay	6 3/4	965.03	0.959067	520	490	
9	1	 G03	Unknown	Assay	7 3/4	965.28	0.2085	520	490	
9	1	 H03	Unknown	Assay	8 3/4	965.53	2.33717	520	490	
9	1	 H04	Unknown	Assay	8 4/4	965.78	2.18627	520	490	
9	1	 G04	Unknown	Assay	7 4/4	966.03	0.210332	520	490	
9	1	 F04	Unknown	Assay	6 4/4	966.28	0.832697	520	490	
9	1	 E04	Unknown	Assay	5 4/4	966.53	0.388187	520	490	
9	1	 D04	Unknown	Assay	4 4/4	966.78	0.345549	520	490	
9	1	 C04	Unknown	Assay	3 4/4	967.03	0.332042	520	490	
9	1	 B04	Unknown	Assay	2 4/4	967.28	0.378675	520	490	
9	1	 A04	Unknown	Assay	1 4/4	967.53	0.297869	520	490	
9	1	 A05	Unknown	Assay	9 1/4	967.78	0.224545	520	490	
9	1	 B05	Unknown	Assay	9 2/4	968.03	0.25185	520	490	
9	1	 C05	Unknown	Assay	9 3/4	968.28	0.23721	520	490	
9	1	 D05	Unknown	Assay	9 4/4	968.53	0.214112	520	490	
10	1	 A01	Unknown	Assay	1 1/4	1079.78	0.347005	520	490	
10	1	 B01	Unknown	Assay	2 1/4	1080.03	0.257299	520	490	
10	1	 C01	Unknown	Assay	3 1/4	1080.28	0.318297	520	490	
10	1	 D01	Unknown	Assay	4 1/4	1080.53	0.372933	520	490	
10	1	 E01	Unknown	Assay	5 1/4	1080.78	0.446989	520	490	
10	1	 F01	Unknown	Assay	6 1/4	1081.03	1.04297	520	490	
10	1	 G01	Unknown	Assay	7 1/4	1081.28	0.210965	520	490	
10	1	 H01	Unknown	Assay	8 1/4	1081.53	2.30073	520	490	
10	1	 H02	Unknown	Assay	8 2/4	1081.78	2.35266	520	490	
10	1	 G02	Unknown	Assay	7 2/4	1082.03	0.210993	520	490	
10	1	 F02	Unknown	Assay	6 2/4	1082.28	1.03566	520	490	
10	1	 E02	Unknown	Assay	5 2/4	1082.53	0.428419	520	490	
10	1	 D02	Unknown	Assay	4 2/4	1082.78	0.35994	520	490	
10	1	 C02	Unknown	Assay	3 2/4	1083.03	0.332272	520	490	
10	1	 B02	Unknown	Assay	2 2/4	1083.28	0.416163	520	490	
10	1	 A02	Unknown	Assay	1 2/4	1083.53	0.338563	520	490	
10	1	 A03	Unknown	Assay	1 3/4	1083.78	0.372045	520	490	
10	1	 B03	Unknown	Assay	2 3/4	1084.03	0.42291	520	490	
10	1	 C03	Unknown	Assay	3 3/4	1084.28	0.333175	520	490	
10	1	 D03	Unknown	Assay	4 3/4	1084.53	0.333429	520	490	
10	1	 E03	Unknown	Assay	5 3/4	1084.78	0.491561	520	490	
10	1	 F03	Unknown	Assay	6 3/4	1085.03	1.06055	520	490	
10	1	 G03	Unknown	Assay	7 3/4	1085.28	0.23499	520	490	
10	1	 H03	Unknown	Assay	8 3/4	1085.53	2.3807	520	490	
10	1	 H04	Unknown	Assay	8 4/4	1085.78	2.14457	520	490	
10	1	 G04	Unknown	Assay	7 4/4	1086.03	0.207635	520	490	
10	1	 F04	Unknown	Assay	6 4/4	1086.28	0.862751	520	490	
10	1	 E04	Unknown	Assay	5 4/4	1086.53	0.374563	520	490	
10	1	 D04	Unknown	Assay	4 4/4	1086.78	0.302084	520	490	
10	1	 C04	Unknown	Assay	3 4/4	1087.03	0.336541	520	490	
10	1	 B04	Unknown	Assay	2 4/4	1087.28	0.392661	520	490	
10	1	 A04	Unknown	Assay	1 4/4	1087.53	0.325438	520	490	
10	1	 A05	Unknown	Assay	9 1/4	1087.78	0.258347	520	490	
10	1	 B05	Unknown	Assay	9 2/4	1088.03	0.229798	520	490	
10	1	 C05	Unknown	Assay	9 3/4	1088.28	0.231687	520	490	
10	1	 D05	Unknown	Assay	9 4/4	1088.53	0.25608	520	490	
11	1	 A01	Unknown	Assay	1 1/4	1199.78	0.383969	520	490	
11	1	 B01	Unknown	Assay	2 1/4	1200.03	0.289509	520	490	
11	1	 C01	Unknown	Assay	3 1/4	1200.28	0.31694	520	490	
11	1	 D01	Unknown	Assay	4 1/4	1200.53	0.430755	520	490	
11	1	 E01	Unknown	Assay	5 1/4	1200.78	0.515219	520	490	
11	1	 F01	Unknown	Assay	6 1/4	1201.03	1.03585	520	490	
11	1	 G01	Unknown	Assay	7 1/4	1201.28	0.225295	520	490	
11	1	 H01	Unknown	Assay	8 1/4	1201.53	2.33878	520	490	
11	1	 H02	Unknown	Assay	8 2/4	1201.78	2.41413	520	490	
